source_id,title,author,matched_by,action,changed_fields,reason,existing_title,existing_author,new_title,new_author
3e78cb95-d8f0-4e30-9d1d-ce9c6e1248e1,We are where We are Not,Avriel Bar-Levav,,INSERT,,no match found,,,We are where We are Not,Avriel Bar-Levav
3ebd1bac-d313-476f-b73e-27435a6f1ca0,Key to Greek Prose Composition,A.E. Hillard; M.A. North,,INSERT,,no match found,,,Key to Greek Prose Composition,A.E. Hillard; M.A. North
3eeb1a36-1613-4b98-a2de-3fdc11d2dc30,Agamemnon,Aeschylus; Eduard Fraenkel,title+author(exact),UPDATE,year|language,,Agamemnon,Aeschylus; Eduard Fraenkel,Agamemnon,Aeschylus; Eduard Fraenkel
3efaa515-b1a3-4289-9b65-295f430da11a,Sietnem kell,Gizella Horovitz,,INSERT,,no match found,,,Sietnem kell,Gizella Horovitz
3f05efd7-81c2-455f-8400-7c69233dcb67,The Meters of Greek and Latin Poetry,James W. Halporn; Martin Ostwald; Thomas G. Rosenmeyer,,INSERT,,no match found,,,The Meters of Greek and Latin Poetry,James W. Halporn; Martin Ostwald; Thomas G. Rosenmeyer
3f178ba6-9fab-488c-83bd-2408c1b8d737,Studies in Jewish Folklore,Dov Noy,,INSERT,,no match found,,,Studies in Jewish Folklore,Dov Noy
3f1d0118-e9da-4dd9-87ea-62b1949ead60,The Library Manager's Guide to Automation,Richard W. Boss,,INSERT,,no match found,,,The Library Manager's Guide to Automation,Richard W. Boss
3f2a681e-2222-46e0-93a9-a23967e53838,A Theological Word Book of the Bible. Edited by Alan Richardson,Alan Richardson,title+author(exact),BLOCKED,,title length ratio 1.76 > 1.5; title similarity 0.913 < 0.92,Theological Word Book OF THE Bible,Alan Richardson,A Theological Word Book of the Bible. Edited by Alan Richardson,Alan Richardson
3f2e4d68-81a5-4972-b190-52650b01207c,History and Faith,Aviezer Ravitzky,,INSERT,,no match found,,,History and Faith,Aviezer Ravitzky
3f4eb8a4-8014-4f6a-80b4-59e535c35c33,The Not Quite Innocent Bystander,Edward Steuermann,,INSERT,,no match found,,,The Not Quite Innocent Bystander,Edward Steuermann
3f4f78c2-6a5f-4a0e-ba98-940347ac5576,Lonely Planet Best of Rome 2021,Lonely Planet,,INSERT,,no match found,,,Lonely Planet Best of Rome 2021,Lonely Planet
3f5b2c60-f4b6-4087-82ad-d93a96903553,A History of the American People,Nathaniel Wright Stephenson,,INSERT,,no match found,,,A History of the American People,Nathaniel Wright Stephenson
3f5fb7e2-1189-46f0-a45d-ce62e79f50c0,The Greek State,Victor Ehrenberg,,INSERT,,no match found,,,The Greek State,Victor Ehrenberg
3f623976-2a35-4e3b-b815-94ba31399f00,Understanding Jewish Mysticism: The philosophic-mystical tradition and the Hasidic tradition,David R. Blumenthal,title+author(exact),BLOCKED,,title length ratio 3.03 > 1.5; title similarity 0.866 < 0.92,Understanding Jewish Mysticism,David R. Blumenthal,Understanding Jewish Mysticism: The philosophic-mystical tradition and the Hasidic tradition,David R. Blumenthal
3f68e9a4-7e05-44e5-b79c-aa83248fa888,The Messianic Idea in Judaism,Gershom Scholem,title+author(exact),UPDATE,title|description|publisher|year|language,,THE MESSIANIC IDEA in Judaism,Gershom Scholem,The Messianic Idea in Judaism,Gershom Scholem
3f6d43aa-6e2d-48d0-84bb-eabe60c40f09,The Pre-Socratics,Alexander P.D. Mourelatos,,INSERT,,no match found,,,The Pre-Socratics,Alexander P.D. Mourelatos
3f6f2195-40db-4546-97a4-20255eff7caf,"The Metamorphoses Od Ovid, Translated by William Caxton, 1480; Complete Facsimile; 2 Volumes, Vol I, Books 1-9, the Phillipps Manuscript; Vol II, Books 10-15, the Pepys Manuscript; ND3395O8",P. Ovidius Naso,,INSERT,,no match found,,,"The Metamorphoses Od Ovid, Translated by William Caxton, 1480; Complete Facsimile; 2 Volumes, Vol I, Books 1-9, the Phillipps Manuscript; Vol II, Books 10-15, the Pepys Manuscript; ND3395O8",P. Ovidius Naso
3f7a7df7-2012-4e37-988d-f6d3961a1936,Russian masters,David Brown,,INSERT,,no match found,,,Russian masters,David Brown
3f816ee4-3323-47f6-b6f9-683a3aaeb2e2,Selected Papers in Ethiosemitic and Neo-Aramaic Linguistics,Olga Kapeliuk,,INSERT,,no match found,,,Selected Papers in Ethiosemitic and Neo-Aramaic Linguistics,Olga Kapeliuk
3f8b4e94-d23e-451d-99ed-0ae72c7c1932,The Assassins,Bernard Lewis,,INSERT,,no match found,,,The Assassins,Bernard Lewis
3f927aa4-47a8-4985-9ff3-2d08c1e3a6d6,The Oxford University and City Guide ...,"University of Oxford (Oxford, Town of). [Appendix.]",,INSERT,,no match found,,,The Oxford University and City Guide ...,"University of Oxford (Oxford, Town of). [Appendix.]"
3fa179db-fce5-4dd1-a3d3-9a86a7d3ffbb,Die Attische Politik Seit Perikles,Julius Beloch,title+author(exact),BLOCKED,,title similarity 0.800 < 0.92,Attische Politik Seit Perikles,Julius Beloch,Die Attische Politik Seit Perikles,Julius Beloch
3fafb71b-0618-416d-9b5f-21771c99797c,Hellenistic Athens,William Scott Ferguson,,INSERT,,no match found,,,Hellenistic Athens,William Scott Ferguson
3fafe9b7-e4b3-44f1-8dde-0cda5816cfaa,Die Blechtrommel,Günter Grass,title+author(exact),UPDATE,year|language,,Die Blechtrommel,Günter Grass,Die Blechtrommel,Günter Grass
3fbab6c4-af6c-44b7-9291-45b07dcaa0b8,The Legacy of Medieval Persian Sufism (1150-1500),Leonard Lewisohn,title+author(exact),UPDATE,title|description|year|language,,The Legacy of Medieval Persian Sufism,Leonard Lewisohn,The Legacy of Medieval Persian Sufism (1150-1500),Leonard Lewisohn
3fdd9f66-fef3-4adb-9c30-3f35bf195c70,Rabbinics and Research,Sidney Benjamin Hoenig,,INSERT,,no match found,,,Rabbinics and Research,Sidney Benjamin Hoenig
3fe8b7b8-ea02-405f-b0af-9e765786d03d,Sefer Ha-'ikkarim,Joseph Albo,title+author(exact),UPDATE,title|year|language,,Sefer Ha-'Ikkarim,Joseph Albo,Sefer Ha-'ikkarim,Joseph Albo
40008b73-9295-4132-aa38-9c82c4d18cb6,Basic Korean dictionary,Sang Oak Lee,,INSERT,,no match found,,,Basic Korean dictionary,Sang Oak Lee
400d441f-055c-4c1b-a995-a536fbaf70d3,Faust,Charles Gounod,,INSERT,,no match found,,,Faust,Charles Gounod
401d7b40-44e0-457b-b180-f28ae239779f,Philo of Alexandria: with an English Translation (Loeb).,FH. Colson,,INSERT,,no match found,,,Philo of Alexandria: with an English Translation (Loeb).,FH. Colson
4031ba67-a69c-448d-8694-27ccac56368d,Hymn to Apollo,Callimachus; Frederick Williams,,INSERT,,no match found,,,Hymn to Apollo,Callimachus; Frederick Williams
4057ff4f-78e7-4cde-b769-a9e93690f94c,The Romantic Generation,Charles Rosen,,INSERT,,no match found,,,The Romantic Generation,Charles Rosen
40639e99-555e-4eaf-a2ad-72d1957f27ac,The Metropolitan Museum of Art Bulletin,"Metropolitan Museum of Art New York, NY",,INSERT,,no match found,,,The Metropolitan Museum of Art Bulletin,"Metropolitan Museum of Art New York, NY"
40749404-28c9-4a80-8378-160f1c15564c,"Cambridge, as it was and as it is To-day",John Steegmann,,INSERT,,no match found,,,"Cambridge, as it was and as it is To-day",John Steegmann
40750ab6-998f-4fe4-afbf-2b72f7b0ffbf,Grammar of the Persian Language,William I Jones,,INSERT,,no match found,,,Grammar of the Persian Language,William I Jones
407cec4d-929e-4684-9f82-67786402d62a,Problèmes de la terre en Grèce ancienne,Moses I. Finley,fuzzy(0.964),BLOCKED,,author similarity 0.443 < 0.75,Problèmes de la guerre en Grèce ancienne,Jean-Pierre Vernant,Problèmes de la terre en Grèce ancienne,Moses I. Finley
4093cb7d-1985-4a9a-84a3-188bf141a4aa,Greek Science In Antiquity,Marshall Clagett,,INSERT,,no match found,,,Greek Science In Antiquity,Marshall Clagett
409c97b6-6182-442f-a2b3-14731b18ce17,Lumières sur la paracha,Rav Emmanuel Bensimon,,INSERT,,no match found,,,Lumières sur la paracha,Rav Emmanuel Bensimon
40a9b213-2992-4d19-864d-47eaee946896,Ben-Hur,Lew Wallace,,INSERT,,no match found,,,Ben-Hur,Lew Wallace
40acc35e-6cf0-44af-b2f4-ea08e888f6ce,Archaic times to the end of the Peloponnesian war,Charles W. Fornara,title+author(exact),UPDATE,title|year|language,,Archaic Times to End of the Peloponnesian War,Charles W. Fornara,Archaic times to the end of the Peloponnesian war,Charles W. Fornara
40b0e093-cc79-4e52-8b6d-fd4829ed13a2,Ancient Greece and the Near East,Richard Mansfield Haywood,,INSERT,,no match found,,,Ancient Greece and the Near East,Richard Mansfield Haywood
40b48d89-aabf-41d6-bdd1-8ce04f3e389b,The human voice in prayer and praise: a paper,James Baker (chaplain of Winchester coll.),,INSERT,,no match found,,,The human voice in prayer and praise: a paper,James Baker (chaplain of Winchester coll.)
40bcb893-bb40-41ae-adb5-f05cec5369fd,An Introduction to the Literature of the Old Testament,S. R. Driver,,INSERT,,no match found,,,An Introduction to the Literature of the Old Testament,S. R. Driver
40bd2940-1f71-43ae-a211-5aa83711e084,Geschichtenbuch,Ludwig Strauß,,INSERT,,no match found,,,Geschichtenbuch,Ludwig Strauß
40d8dbc8-a97d-4b0b-ac41-64aff5aa10f9,The Central Philosophy of Tibet,Robert A.F. Thurman,,INSERT,,no match found,,,The Central Philosophy of Tibet,Robert A.F. Thurman
40e32371-9e80-4274-8590-cca9d4f50962,Moses Mendelssohn,Moses Mendelssohn,title+author(exact),BLOCKED,,title length ratio 2.71 > 1.5; title similarity 0.874 < 0.92,Moses Mendelssohn Selections from his Writings,Moses Mendelssohn,Moses Mendelssohn,Moses Mendelssohn
40f11728-3fb6-4ba1-999c-7d9de8852dca,The Musical Tradition of the Eastern European Synagogue,Sholom Kalib,,INSERT,,no match found,,,The Musical Tradition of the Eastern European Synagogue,Sholom Kalib
40f3124e-b303-4435-a897-2fff689d4961,Xenophon And The History Of His Times,John Dillery,,INSERT,,no match found,,,Xenophon And The History Of His Times,John Dillery
410bd3d8-e322-4cac-80a4-0f0df791f095,Thucydides,W. Robert Connor,title+author(exact),UPDATE,year|language,,Thucydides,W. Robert Connor,Thucydides,W. Robert Connor
410cd645-a00e-465a-b3e6-36855464ff44,"Concerto in A Minor, Op. 102",Johannes Brahms,,INSERT,,no match found,,,"Concerto in A Minor, Op. 102",Johannes Brahms
4111b261-8a2e-4fbc-867e-b0db19fab487,Citizenship in the Western Tradition,Peter Riesenberg,,INSERT,,no match found,,,Citizenship in the Western Tradition,Peter Riesenberg
4115768d-f575-4841-b26b-4064d5d37b2c,An English Year,Nan Fairbrother,,INSERT,,no match found,,,An English Year,Nan Fairbrother
412c2d5d-adc3-4aac-97d9-884f0c9c7fec,The Euthyphro and Menexenus,Plato; C E. Graves,,INSERT,,no match found,,,The Euthyphro and Menexenus,Plato; C E. Graves
412e5799-ff4c-4b35-bf68-a15a48d17288,Botschaft,Ludwig Strauss,,INSERT,,no match found,,,Botschaft,Ludwig Strauss
41383c3c-8e80-4e7b-9225-bba8738e24d5,The War against the Jews 1933-45,Lucy Dawidowicz,,INSERT,,no match found,,,The War against the Jews 1933-45,Lucy Dawidowicz
413c9825-7f41-4afb-90e6-c0730ff6d21f,Anthologie grecque,Unknown,title+author(exact),BLOCKED,,title length ratio 2.11 > 1.5; title similarity 0.895 < 0.92,Anthologie Grecque Anthologie Palatine,Unknown,Anthologie grecque,Unknown
41558d4c-f1be-450f-b1ea-b5b2f30c3d81,The Soncino Books of the Bible,Abraham Cohen,title+author(exact),BLOCKED,,author similarity 0.687 < 0.75,The Soncino Books of the Bible,The Rev. Dr. A. Cohen,The Soncino Books of the Bible,Abraham Cohen
415f8cf0-87b4-46c9-85de-3d985141941f,Saul Lieberman and the Orthodox,Marc B. Shapiro,,INSERT,,no match found,,,Saul Lieberman and the Orthodox,Marc B. Shapiro
41722f30-9044-4707-8624-13b832d92bd1,Mind and Body,Flanders Dunbar,,INSERT,,no match found,,,Mind and Body,Flanders Dunbar
417b468c-3f37-48d7-9717-e7bb39d7f2a3,201 Chinese Verbs,Nora Ching,,INSERT,,no match found,,,201 Chinese Verbs,Nora Ching
418ac87b-8280-4f83-ad50-db3b39b2feb1,Making Mockery,Ralph Rosen,,INSERT,,no match found,,,Making Mockery,Ralph Rosen
4190c738-c346-4ca3-9473-f3fd3b3f0940,The Unbroken Chain,Neil Rosenstein,,INSERT,,no match found,,,The Unbroken Chain,Neil Rosenstein
41916dbb-929b-4cc3-9bfe-0170e6a481db,Der Großinquisitor,Fjodor Dostojewski,,INSERT,,no match found,,,Der Großinquisitor,Fjodor Dostojewski
4195589d-9411-43d2-80ff-c9ca52c80e60,A Commentary on Derech Erez Zuta,Daniel Sperber,,INSERT,,no match found,,,A Commentary on Derech Erez Zuta,Daniel Sperber
41a7e5b6-f6dd-44c3-9a12-70b962b948ce,Centuries of Childhood,Philippe Aries,,INSERT,,no match found,,,Centuries of Childhood,Philippe Aries
41ab9769-c64f-4c66-9625-b12413b4c8fd,Appian's Roman History,Appian,,INSERT,,no match found,,,Appian's Roman History,Appian
41b059f7-2319-4fb9-8ee1-c7059219d235,L'Hôtel de Sully,Evelyne Saint-Paul,,INSERT,,no match found,,,L'Hôtel de Sully,Evelyne Saint-Paul
41b92667-e637-4bd5-a1a6-de97d4ad0f31,Oxford,"Christine Zwart, Francis Machin",,INSERT,,no match found,,,Oxford,"Christine Zwart, Francis Machin"
41c09e4d-d082-4e0c-9347-5e8a36d58d9d,The Histories,Polybius,,INSERT,,no match found,,,The Histories,Polybius
41c159e0-103e-46e2-a399-44982bf88904,Beyond PD-1: novel checkpoint receptors and ligands as targets for immunotherapy,Jesse Haramati; Dallas Flies; Fabiola Solorzano Ibarra,,INSERT,,no match found,,,Beyond PD-1: novel checkpoint receptors and ligands as targets for immunotherapy,Jesse Haramati; Dallas Flies; Fabiola Solorzano Ibarra
41c4bc10-ec63-42d3-9f9d-6d36686045e6,The Unbroken Chain,Dovid Sapirman,,INSERT,,no match found,,,The Unbroken Chain,Dovid Sapirman
41cc1371-7d4f-4119-b1f4-4a99bbcf9799,Yoga-Tantra and Sensuousness in Art,Teja Nārāyaṇa Miśra,,INSERT,,no match found,,,Yoga-Tantra and Sensuousness in Art,Teja Nārāyaṇa Miśra
41d07a7e-c114-48c4-84f5-7fc0bf46e2f1,The Phoenix Project,Gene Kim; Kevin Behr; George Spafford,title+author(exact),BLOCKED,,title length ratio 2.14 > 1.5; title similarity 0.893 < 0.92,The Phoenix,Unknown,The Phoenix Project,Gene Kim; Kevin Behr; George Spafford
41d0c488-b99a-417b-9951-78b3de86c4e3,Les arts et les dieux,Alain,,INSERT,,no match found,,,Les arts et les dieux,Alain
41df3b8f-bfbf-410e-8d15-1354a959c30a,A Derrida Reader,Jacques Derrida,,INSERT,,no match found,,,A Derrida Reader,Jacques Derrida
4233ba0c-f64d-411b-ac25-c454a12d76be,Peirce's Philosophy of Science,Nicholas Rescher,,INSERT,,no match found,,,Peirce's Philosophy of Science,Nicholas Rescher
423b10bf-e1bf-4e65-8d32-5c63d44246e1,Happy Days,Samuel Beckett,,INSERT,,no match found,,,Happy Days,Samuel Beckett
424b2c8e-88d8-4367-a53a-30a06b9d0ce1,A Companion to Philosophy of Religion,Charles Taliaferro; Paul Draper; Philip L. Quinn,,INSERT,,no match found,,,A Companion to Philosophy of Religion,Charles Taliaferro; Paul Draper; Philip L. Quinn
42520637-faa2-4b06-bab4-c292b6652fef,Nomima: Recueil d'inscriptions politiques et juridiques de l'archaïsme grec,Henri van Effenterre,,INSERT,,no match found,,,Nomima: Recueil d'inscriptions politiques et juridiques de l'archaïsme grec,Henri van Effenterre
4262de49-5a38-43b2-a83d-245e85a160fb,The Archer-Shees Against the Admiralty,Rodney M. Bennett,,INSERT,,no match found,,,The Archer-Shees Against the Admiralty,Rodney M. Bennett
426f8f88-8529-4ad5-b3e4-603e4af5e227,Barriers,Noam Chomsky,,INSERT,,no match found,,,Barriers,Noam Chomsky
4278a80c-1d2c-45fa-8339-76f1876a0f67,Beyond Schenkerism,Eugene Narmour,,INSERT,,no match found,,,Beyond Schenkerism,Eugene Narmour
427c0ef2-0695-4f27-b099-fc79696b7cf2,The Papers of the Bibliographical Society of America,Bibliographical Society of America,title+author(exact),BLOCKED,,author similarity 0.562 < 0.75,The Papers of the Bibliographical Society of America,"K. I. D. Maslen, John Lancaster, Richard B. Kielbowicz, James P. Hammersmith",The Papers of the Bibliographical Society of America,Bibliographical Society of America
428900a5-c0b8-42c1-aed8-f8363d636a09,Introduction to Classical Field Theory,Jarrett L Lancaster,,INSERT,,no match found,,,Introduction to Classical Field Theory,Jarrett L Lancaster
42907a31-e31f-44eb-a303-4dbb922aaa01,"A History of Sicily: Modern Sicily, after 1713",Denis Mack Smith,,INSERT,,no match found,,,"A History of Sicily: Modern Sicily, after 1713",Denis Mack Smith
42a460c3-bcc2-48f6-bbd3-8232b483d9b0,"Proofs for Eternity, Creation, and the Existence of God in Medieval Islamic and Jewish Philosophy",Herbert Alan Davidson,,INSERT,,no match found,,,"Proofs for Eternity, Creation, and the Existence of God in Medieval Islamic and Jewish Philosophy",Herbert Alan Davidson
42b243a4-6d00-4f49-99c6-20139b419347,The Jews of Silence,Elie Wiesel,,INSERT,,no match found,,,The Jews of Silence,Elie Wiesel
42bd9c3d-f87e-48c7-b078-a5ed6e38fec5,"A World Bibliography of Bibliographies and of Bibliographical Catalogues, Calendars, Abstracts, Digests, Indexes and the Like, by Theodore Besterman... 3rd and Final Edition...",Theodore Besterman,,INSERT,,no match found,,,"A World Bibliography of Bibliographies and of Bibliographical Catalogues, Calendars, Abstracts, Digests, Indexes and the Like, by Theodore Besterman... 3rd and Final Edition...",Theodore Besterman
42c0cfc7-e596-4524-81da-0e855b0c0d3d,The Historical Prologue of the Hittite Vassal Treaties,Amnon Altman,,INSERT,,no match found,,,The Historical Prologue of the Hittite Vassal Treaties,Amnon Altman
42c6ac06-5360-40a6-9a78-b9eb5c5aa0f9,Karaite Anthology,Leon Nemoy,,INSERT,,no match found,,,Karaite Anthology,Leon Nemoy
42c95f56-eb69-4a3b-9a37-ade0a51a035c,Flowers of Perhaps,Rachel,,INSERT,,no match found,,,Flowers of Perhaps,Rachel
42d948dc-5c6d-4481-b549-2adc2e6f9911,"The Correspondence, 1",John Lothrop Motley,,INSERT,,no match found,,,"The Correspondence, 1",John Lothrop Motley
42df7635-dfaa-4314-8fc1-3421d47b07a8,Islam,Annemarie Schimmel,,INSERT,,no match found,,,Islam,Annemarie Schimmel
42ec825b-1ddd-4dd8-9435-a295f505669f,Guide to Reference Books,Constance Mabel Winchell,,INSERT,,no match found,,,Guide to Reference Books,Constance Mabel Winchell
42ed256b-963e-42c8-b602-d142b4993b0e,CliffsQuickReview Psychology,Theo Sonderegger,,INSERT,,no match found,,,CliffsQuickReview Psychology,Theo Sonderegger
42ed93d5-1087-4db6-bfa6-0dcf84dc06db,"The History of Waukesha County, Wisconsin, Containing an Account of Its Settlement, Growth, Development, and Resources ...",Unknown,,INSERT,,no match found,,,"The History of Waukesha County, Wisconsin, Containing an Account of Its Settlement, Growth, Development, and Resources ...",Unknown
42f9fc9f-d029-4a22-8f2d-02a24c71afbd,The Prophets,Abraham J. Heschel,,INSERT,,no match found,,,The Prophets,Abraham J. Heschel
43053864-8f29-49d8-aa3b-53b410456f4b,The Papers of the Bibliographical Society of America,Bibliographical Society of America,fuzzy(1.000),BLOCKED,,author similarity 0.548 < 0.75,The PAPERS of the BIBLIOGRAPHICAL SOCIETY of AMERICA,"RICHARD KNOWLES, MARCUS A. McCORISON, ALAN R. YOUNG, SYDNEY J. SHEP",The Papers of the Bibliographical Society of America,Bibliographical Society of America
4305a73c-9a85-49d7-b528-8ee16b7b4318,Amharic-English dictionary,Thomas Leiper Kane,,INSERT,,no match found,,,Amharic-English dictionary,Thomas Leiper Kane
43096f20-5e11-4e66-a609-d7d593fe7667,A History of Jewish Literature: Hasidism and enlightenment (1780-1820),Israel Zinberg,,INSERT,,no match found,,,A History of Jewish Literature: Hasidism and enlightenment (1780-1820),Israel Zinberg
432d8e23-a585-4c36-bab3-704ee211d4a7,The Penguin Atlas of World History,Hermann Kinder; Werner Hilgemann,,INSERT,,no match found,,,The Penguin Atlas of World History,Hermann Kinder; Werner Hilgemann
4331bef5-bd78-424a-b46d-8dae0af1b456,George Grote,Alexander Bain,,INSERT,,no match found,,,George Grote,Alexander Bain
43361f95-80cc-4463-992e-381b767f0e28,Hebrew Manuscript Painting,David Goldstein,,INSERT,,no match found,,,Hebrew Manuscript Painting,David Goldstein
4340bb2d-9233-430a-8cf4-9dc275c519ca,The Woman in White,Wilkie Collins,title+author(exact),UPDATE,description|publisher|year|language,,The Woman in White,Wilkie Collins,The Woman in White,Wilkie Collins
4356c53a-e991-4ac5-ae8e-00e7ac1b6348,The Sufis,Idries Shah,,INSERT,,no match found,,,The Sufis,Idries Shah
436172ad-6296-4125-995b-e217247a3ef2,The Phoenix,Unknown,title+author(exact),UPDATE,year|language,,The Phoenix,Unknown,The Phoenix,Unknown
436a07fa-1430-4f47-a628-dd605ec1bfb5,Synagogues of New York City,Oscar Israelowitz,,INSERT,,no match found,,,Synagogues of New York City,Oscar Israelowitz
438c33e8-1376-4b0a-9ae7-f1da2dc00747,Larousse Encyclopedia of Astronomy,Lucien Rudaux; Gérard de Vaucouleurs,,INSERT,,no match found,,,Larousse Encyclopedia of Astronomy,Lucien Rudaux; Gérard de Vaucouleurs
43956d0b-499c-4a06-8d97-cec8143f60d7,The Damascus Document Reconsidered,Magen Broshi,,INSERT,,no match found,,,The Damascus Document Reconsidered,Magen Broshi
43a55b89-48cc-4fa0-84dc-4ca32efaf1e4,A Mediterranean Society,S. D. Goitein,title+author(exact),BLOCKED,,title length ratio 5.33 > 1.5; title similarity 0.838 < 0.92,A Mediterranean Society: The Jewish Communities of the Arab World as Portrayed in the Documents of the Cairo Geniza,S. D. Goitein,A Mediterranean Society,S. D. Goitein
43a80dfd-54fa-4bab-8c7d-7a7514e6eff7,The Jews in Cordoba (X-XII Centuries),Antonio Piñero Sáenz,,INSERT,,no match found,,,The Jews in Cordoba (X-XII Centuries),Antonio Piñero Sáenz
43b8e4a9-fcce-4e5b-829c-d760c65a059a,"Roman Palestine, 200-400",Daniel Sperber,,INSERT,,no match found,,,"Roman Palestine, 200-400",Daniel Sperber
43cae2e9-666b-4cf8-8db7-2d4e599b933c,Harmony in Its Systemic and Phenomenological Aspects,Yizhak Sadai,,INSERT,,no match found,,,Harmony in Its Systemic and Phenomenological Aspects,Yizhak Sadai
43ceede8-0fb3-4a99-9f91-4b780465b726,The Diaries of Franz Kafka 1910-1913,Franz Kafka,,INSERT,,no match found,,,The Diaries of Franz Kafka 1910-1913,Franz Kafka
43ec53bb-1e22-4bf6-8f9d-15a4c9b7d943,"Year Book, 2000-2001",Breckland District Council,title+author(exact),BLOCKED,,author similarity 0.533 < 0.75,YEAR BOOK 2000-2001,H.T NACHBILL,"Year Book, 2000-2001",Breckland District Council
43f225ad-e708-43f6-a97f-7d87d87d6f71,What is Life?,Erwin Schrödinger,,INSERT,,no match found,,,What is Life?,Erwin Schrödinger
43f5b449-c194-45a2-a5e4-8db871b6fd60,American Academy of Arts and Sciences,American Academy of Arts and Sciences,title+author(exact),UPDATE,title|author|year|language,,American Academy of Arts and Sciences Records,Unknown,American Academy of Arts and Sciences,American Academy of Arts and Sciences
4402611a-09d0-46a7-8d3f-8da3ac1cedde,Geoffrey Fletcher's London,Geoffrey S. Fletcher,,INSERT,,no match found,,,Geoffrey Fletcher's London,Geoffrey S. Fletcher
4414d65a-d5dc-4f35-a59c-8f1c6ac4a72b,Iliad. Books I-XII. ...,Homer,title+author(exact),BLOCKED,,author similarity 0.541 < 0.75,"Iliad, Books I-XII",D. B. Monro,Iliad. Books I-XII. ...,Homer
44177015-a5f6-4470-8d10-0924d705d9f1,An Introduction to Modern Jewish Philosophy,Norbert M. Samuelson,,INSERT,,no match found,,,An Introduction to Modern Jewish Philosophy,Norbert M. Samuelson
44184aff-6da3-4077-9f8d-0c89bf1e5127,"40 Melodic and Progressive Etudes, Op. 31 - Book 1",Sebastian Lee,,INSERT,,no match found,,,"40 Melodic and Progressive Etudes, Op. 31 - Book 1",Sebastian Lee
4427ea88-efc7-4817-ab90-f5cc8f60bf2c,Exodus And Revolution,Michael Walzer,,INSERT,,no match found,,,Exodus And Revolution,Michael Walzer
44292f52-1c95-4d5b-9ba3-de0703a54e95,Drawings by Tintoretto,Tintoretto; Giuseppe Delogu,,INSERT,,no match found,,,Drawings by Tintoretto,Tintoretto; Giuseppe Delogu
44296f52-7bf8-4f37-80f3-b193bc03158d,The Ancient City of Athens,Ida Thallon Hill,title+author(exact),UPDATE,description|publisher|year|language|category_id,,The Ancient City of Athens,Ida Thallon Hill,The Ancient City of Athens,Ida Thallon Hill
442d88da-9f63-4c26-b5cc-93f076013ea0,The Midrash Says,Moshe Weissman,,INSERT,,no match found,,,The Midrash Says,Moshe Weissman
4439f265-3e48-4e08-ba66-0082f0db266a,American journal of ancient history,Unknown,,INSERT,,no match found,,,American journal of ancient history,Unknown
4440ceb3-d3dc-413a-9da9-92b0bf21d38c,The Judeo-Christian Tradition and the U.S. Constitution,Unknown,,INSERT,,no match found,,,The Judeo-Christian Tradition and the U.S. Constitution,Unknown
44415e2f-81ec-4d18-b22b-ea382bd1f193,Byzantine Art in the Making,Ernst Kitzinger,,INSERT,,no match found,,,Byzantine Art in the Making,Ernst Kitzinger
4448373b-9af6-4f3a-93a1-f6f82047357b,Sparta and Lakonia,Paul Cartledge,,INSERT,,no match found,,,Sparta and Lakonia,Paul Cartledge
444d58e9-5f9e-4a5e-b14e-911b473c6b6b,The Nineteen Letters,Samson Raphael Hirsch; Joseph Elias,,INSERT,,no match found,,,The Nineteen Letters,Samson Raphael Hirsch; Joseph Elias
446b4ff4-d916-4336-8aac-edfcc8892096,The Magic Mountain,Thomas Mann,title+author(exact),UPDATE,description|publisher|year|language,,The Magic Mountain,Thomas Mann,The Magic Mountain,Thomas Mann
447198fd-5720-417f-a3cc-19bc3e8e0699,Major Barbara,Bernard Shaw,,INSERT,,no match found,,,Major Barbara,Bernard Shaw
44748103-6f6f-4489-8dfb-886c5bc94681,The Problem Plays of Shakespeare,Ernest Schanzer,,INSERT,,no match found,,,The Problem Plays of Shakespeare,Ernest Schanzer
447c9a30-dd09-4d69-8b75-58c896a917ca,"Swahili-English, English-Swahili Dictionary",Nicholas Awde,title+author(exact),UPDATE,title|description|year|language,,Swahili-English/English-Swahili Dictionary,Nicholas Awde,"Swahili-English, English-Swahili Dictionary",Nicholas Awde
447edaee-b9e4-43b6-83f6-ce4a1f21d308,The New Encyclopedia Britannica,Unknown,title+author(exact),UPDATE,year|language,,The New Encyclopedia Britannica,Unknown,The New Encyclopedia Britannica,Unknown
4481d955-5801-4fa5-bad3-010f28f330a0,"The Association of American Library Schools, 1915-1968",Donald G. Davis,title+author(exact),UPDATE,title|author|publisher|year|language,,"The Association of American Library Schools, 1915-1968: An Analytical History","Donald Gordon Davis, Jr.","The Association of American Library Schools, 1915-1968",Donald G. Davis
4491fa8c-7d53-448c-a3b6-17815a3b1469,ALA-LC Romanization Tables,Library of Congress; American Library Association,,INSERT,,no match found,,,ALA-LC Romanization Tables,Library of Congress; American Library Association
4496148a-b33e-4d33-a603-13d215e5432a,The Birth of Civilization in the Near East,Henri Frankfort,,INSERT,,no match found,,,The Birth of Civilization in the Near East,Henri Frankfort
44974fe9-0e54-44e5-b8d5-4368fb1bb3dd,La démocratie athénienne,Paul Cloché,,INSERT,,no match found,,,La démocratie athénienne,Paul Cloché
